"id","parent_left","parent_right","create_uid","create_date","write_date","write_uid","name","sequence","parent_id","type"
"2","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","Saleable","\N","1","normal"
"1","0","3","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","All products","\N","\N","normal"
