"id","create_uid","create_date","write_date","write_uid","ean13","color","image","price_extra","default_code","name_template","active","variants","image_medium","image_small","product_tmpl_id","price_margin","track_outgoing","track_incoming","valuation","track_production","expense_pdt","income_pdt","available_in_pos","pos_categ_id","to_weight"
"1","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","\N","0","\N","0.00","\N","Service","t","\N","\N","\N","1","1.00","\N","\N","manual_periodic","\N","\N","\N","t","1","f"
