"id","parent_left","parent_right","create_uid","create_date","write_date","write_uid","name","sequence","parent_id","type"
"90","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CIAI","\N","1","normal"
"91","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PORF","\N","1","normal"
"92","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PED","\N","1","normal"
"93","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BATU","\N","1","normal"
"94","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FUE","\N","1","normal"
"95","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","EMP","\N","1","normal"
"96","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REP","\N","1","normal"
"97","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FLA","\N","1","normal"
"98","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SUP","\N","1","normal"
"99","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CRI","\N","1","normal"
"100","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PORT","\N","1","normal"
"101","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","VASO","\N","1","normal"
"102","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DDEX","\N","1","normal"
"103","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TROM","\N","1","normal"
"104","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","HUB","\N","1","normal"
"105","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MEG","\N","1","normal"
"106","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CEN","\N","1","normal"
"107","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","JUN","\N","1","normal"
"108","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAI","\N","1","normal"
"109","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ETIQ","\N","1","normal"
"110","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PC","\N","1","normal"
"111","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SEJ","\N","1","normal"
"112","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAJA","\N","1","normal"
"113","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","JU","\N","1","normal"
"114","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ATR","\N","1","normal"
"115","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PE","\N","1","normal"
"116","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GUIR","\N","1","normal"
"117","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LLA","\N","1","normal"
"118","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CON","\N","1","normal"
"119","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ROU","\N","1","normal"
"120","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PL","\N","1","normal"
"121","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SCR","\N","1","normal"
"122","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FOT","\N","1","normal"
"123","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SECA","\N","1","normal"
"124","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PLAC","\N","1","normal"
"125","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AFI","\N","1","normal"
"126","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ENG","\N","1","normal"
"127","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TRA","\N","1","normal"
"128","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","M","\N","1","normal"
"129","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LIMP","\N","1","normal"
"130","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LIQ","\N","1","normal"
"131","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CARC","\N","1","normal"
"132","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","RAQU","\N","1","normal"
"133","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ALA","\N","1","normal"
"134","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","JACK","\N","1","normal"
"135","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GRA","\N","1","normal"
"136","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PLAT","\N","1","normal"
"137","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REDO","\N","1","normal"
"138","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","EP","\N","1","normal"
"139","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DIOZ","\N","1","normal"
"140","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAÑU","\N","1","normal"
"141","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PIN","\N","1","normal"
"142","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AMPL","\N","1","normal"
"143","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LAP","\N","1","normal"
"144","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TENA","\N","1","normal"
"145","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PROT","\N","1","normal"
"146","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BOM","\N","1","normal"
"147","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MOU","\N","1","normal"
"148","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MOT","\N","1","normal"
"149","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ANT","\N","1","normal"
"150","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","base","\N","1","normal"
"151","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TABL","\N","1","normal"
"152","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MON","\N","1","normal"
"153","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TENR","\N","1","normal"
"154","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SEN","\N","1","normal"
"155","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CD-","\N","1","normal"
"156","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SPR","\N","1","normal"
"157","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","IVA13","\N","1","normal"
"158","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LUP","\N","1","normal"
"159","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","COP","\N","1","normal"
"160","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TEC","\N","1","normal"
"161","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SUB","\N","1","normal"
"162","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ACE","\N","1","normal"
"163","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DVD","\N","1","normal"
"164","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LUZ","\N","1","normal"
"165","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","FOC","\N","1","normal"
"166","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CROS","\N","1","normal"
"167","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PER","\N","1","normal"
"168","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MUE","\N","1","normal"
"169","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CHAS","\N","1","normal"
"170","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SUS","\N","1","normal"
"171","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PEI","\N","1","normal"
"172","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REL","\N","1","normal"
"173","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REM","\N","1","normal"
"174","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","YACK","\N","1","normal"
"175","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LUZD","\N","1","normal"
"176","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SILL","\N","1","normal"
"177","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REG","\N","1","normal"
"178","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","RED","\N","1","normal"
"179","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AUDI","\N","1","normal"
"180","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CASE","\N","1","normal"
"181","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SALI","\N","1","normal"
"182","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TEL","\N","1","normal"
"183","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ACOR","\N","1","normal"
"184","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TES","\N","1","normal"
"185","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BAQ","\N","1","normal"
"186","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DETE","\N","1","normal"
"187","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GUIT","\N","1","normal"
"188","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","UPS","\N","1","normal"
"189","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TECM","\N","1","normal"
"190","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MICP","\N","1","normal"
"191","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ANTI","\N","1","normal"
"192","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CASS","\N","1","normal"
"193","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","UÃ‘E","\N","1","normal"
"194","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","VOL","\N","1","normal"
"195","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MECR","\N","1","normal"
"196","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TER","\N","1","normal"
"197","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SEL","\N","1","normal"
"198","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TIMB","\N","1","normal"
"199","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","COCI","\N","1","normal"
"200","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","POWE","\N","1","normal"
"201","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","REGU","\N","1","normal"
"202","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAL","\N","1","normal"
"203","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AUD","\N","1","normal"
"204","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","HER","\N","1","normal"
"205","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","COMP","\N","1","normal"
"206","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MEMO","\N","1","normal"
"207","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CLA","\N","1","normal"
"208","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CART","\N","1","normal"
"209","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CD","\N","1","normal"
"210","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CORT","\N","1","normal"
"211","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","IMP","\N","1","normal"
"212","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CUE","\N","1","normal"
"213","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CUC","\N","1","normal"
"214","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","AIS","\N","1","normal"
"215","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ECUA","\N","1","normal"
"216","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ADA","\N","1","normal"
"217","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","VEN","\N","1","normal"
"218","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","UNI","\N","1","normal"
"219","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","COR","\N","1","normal"
"220","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","COMB","\N","1","normal"
"221","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CARG","\N","1","normal"
"222","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BROC","\N","1","normal"
"223","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PUL","\N","1","normal"
"224","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MED","\N","1","normal"
"225","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PUN","\N","1","normal"
"226","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LEC","\N","1","normal"
"227","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LED","\N","1","normal"
"228","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MEC","\N","1","normal"
"229","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAJ","\N","1","normal"
"230","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MEM","\N","1","normal"
"231","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DVD+","\N","1","normal"
"232","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MARI","\N","1","normal"
"233","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","LEN","\N","1","normal"
"234","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ST","\N","1","normal"
"235","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","EQUA","\N","1","normal"
"236","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","GUIL","\N","1","normal"
"237","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","PLA","\N","1","normal"
"238","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","ACPC","\N","1","normal"
"239","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BRE","\N","1","normal"
"240","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","INV","\N","1","normal"
"241","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAN","\N","1","normal"
"242","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","SWI","\N","1","normal"
"243","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BAT","\N","1","normal"
"244","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","DIO","\N","1","normal"
"245","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","BAS","\N","1","normal"
"246","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","TWE","\N","1","normal"
"247","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","MOTH","\N","1","normal"
"248","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CAP","\N","1","normal"
"249","1","2","1","2014-03-17 05:11:42.718787","2014-03-17 05:11:42.718787","1","CIN","\N","1","normal"
